B,G,R
2.149596710205078125e+02,2.136025695800781250e+02,1.906950073242187500e+02
2.180293731689453125e+02,2.143291015625000000e+02,1.922280120849609375e+02
2.189083404541015625e+02,2.157291870117187500e+02,1.847027740478515625e+02
2.550000000000000000e+02,2.046746520996093750e+02,1.985036315917968750e+02
1.569720611572265625e+02,1.836264343261718750e+02,1.648732147216796875e+02
1.762227630615234375e+02,1.751063537597656250e+02,1.669559478759765625e+02
2.039613494873046875e+02,1.868292388916015625e+02,1.674382019042968750e+02
2.316532135009765625e+02,1.842725830078125000e+02,1.683305664062500000e+02
2.043919830322265625e+02,1.992169494628906250e+02,1.699227447509765625e+02
2.046161346435546875e+02,1.937231597900390625e+02,1.649178619384765625e+02
2.197406463623046875e+02,2.028497619628906250e+02,1.775876159667968750e+02
2.068069305419921875e+02,1.930496368408203125e+02,1.739760742187500000e+02
1.879225616455078125e+02,2.230531311035156250e+02,1.872823333740234375e+02
2.149596710205078125e+02,2.136025695800781250e+02,1.906950073242187500e+02
2.125447235107421875e+02,2.197698669433593750e+02,1.866417083740234375e+02
2.309631195068359375e+02,2.241292724609375000e+02,1.958395385742187500e+02
1.514407806396484375e+02,1.747876892089843750e+02,1.596970062255859375e+02
1.782360687255859375e+02,1.942062225341796875e+02,1.806089324951171875e+02
1.619151153564453125e+02,1.606142120361328125e+02,1.812894744873046875e+02
1.566347198486328125e+02,1.997978820800781250e+02,1.615685272216796875e+02
2.104182586669921875e+02,2.113476562500000000e+02,1.646790771484375000e+02
1.769242401123046875e+02,1.962798004150390625e+02,1.640254974365234375e+02
1.629983673095703125e+02,1.957571411132812500e+02,1.596295623779296875e+02
2.013222808837890625e+02,1.984904174804687500e+02,1.683897857666015625e+02
2.029048919677734375e+02,2.052024841308593750e+02,1.795582275390625000e+02
2.243930206298828125e+02,2.102884521484375000e+02,1.902890472412109375e+02
2.213232879638671875e+02,2.095618896484375000e+02,1.887560882568359375e+02
2.250478363037109375e+02,2.171823120117187500e+02,1.877687072753906250e+02
2.037548370361328125e+02,1.689477386474609375e+02,1.599487762451171875e+02
1.483710174560546875e+02,1.740610961914062500e+02,1.581640472412109375e+02
1.669003753662109375e+02,1.836043090820312500e+02,1.540473937988281250e+02
1.660680694580078125e+02,1.964837341308593750e+02,1.611625671386718750e+02
1.822490386962890625e+02,1.872370910644531250e+02,1.617122955322265625e+02
1.914582366943359375e+02,1.894167633056640625e+02,1.663112030029296875e+02
1.822490386962890625e+02,1.872370910644531250e+02,1.617122955322265625e+02
1.753904876708984375e+02,1.879858398437500000e+02,1.740710906982421875e+02
1.915714263916015625e+02,1.787392272949218750e+02,1.746208190917968750e+02
1.873320465087890625e+02,2.070634613037109375e+02,1.768982543945312500e+02
2.136011810302734375e+02,2.013966522216796875e+02,1.745216827392578125e+02
2.381590423583984375e+02,2.072091674804687500e+02,1.867854766845703125e+02
1.917956085205078125e+02,1.732454376220703125e+02,1.696159057617187500e+02
1.273312225341796875e+02,1.579875488281250000e+02,1.374234619140625000e+02
1.456852874755859375e+02,1.714426879882812500e+02,1.595257110595703125e+02
1.931540679931640625e+02,1.854513244628906250e+02,1.857892608642578125e+02
1.818183746337890625e+02,1.748494110107421875e+02,1.592277221679687500e+02
2.248589630126953125e+02,1.759255523681640625e+02,1.677849426269531250e+02
1.791793365478515625e+02,1.865105285644531250e+02,1.601792907714843750e+02
1.155983428955078125e+02,1.409300537109375000e+02,1.637098236083984375e+02
1.324807281494140625e+02,1.528568267822265625e+02,1.613291320800781250e+02
1.594535064697265625e+02,1.525020141601562500e+02,1.776462554931640625e+02
1.507194366455078125e+02,1.928508911132812500e+02,1.534976501464843750e+02
1.975977325439453125e+02,1.908699340820312500e+02,1.693771514892578125e+02
1.856561126708984375e+02,1.717922668457031250e+02,1.665499725341796875e+02
1.670602569580078125e+02,1.872062377929687500e+02,1.619469146728515625e+02
1.004095306396484375e+02,1.408991394042968750e+02,1.639444885253906250e+02
1.351198272705078125e+02,1.411957092285156250e+02,1.603775482177734375e+02
1.420250396728515625e+02,1.547264862060546875e+02,1.476086730957031250e+02
1.551407012939453125e+02,1.130305480957031250e+02,1.898736419677734375e+02
1.061649932861328125e+02,1.442441711425781250e+02,1.641157989501953125e+02
9.070536804199218750e+01,1.354275207519531250e+02,1.697654266357421875e+02
7.163438415527343750e+01,1.083128814697265625e+02,1.847120056152343750e+02
9.840068054199218750e+01,9.007659912109375000e+01,1.935397033691406250e+02
4.558943176269531250e+01,1.084859313964843750e+02,1.820837097167968750e+02
9.646305847167968750e+01,1.229111480712890625e+02,1.915608367919921875e+02
